1,0.0,100,200,False,competencia
1,0.1,102,201,False,competencia
1,0.2,105,203,False,competencia
1,0.3,108,206,True,competencia
1,0.4,110,210,True,competencia
1,0.5,107,208,False,competencia
-1,0.6,105,205,False,competencia
1,0.7,103,202,False,competencia
1,0.8,100,200,False,competencia
1,0.9,98,198,False,competencia
2,0.0,300,300,False,cooperacion
2,0.1,305,305,False,cooperacion
2,0.2,310,310,True,cooperacion
2,0.3,315,315,True,cooperacion
2,0.4,320,320,True,cooperacion
2,0.5,325,325,False,cooperacion
2,0.6,330,330,False,cooperacion
2,0.7,335,335,False,cooperacion
3,0.0,50,50,False,competencia
3,0.1,55,55,False,competencia
3,0.2,60,60,True,competencia
3,0.3,65,65,True,competencia
3,0.4,70,70,True,competencia
3,0.5,75,75,True,competencia
3,0.6,80,80,False,competencia
3,0.7,85,85,False,competencia
3,0.8,90,90,False,competencia
3,0.9,95,95,False,competencia
3,1.0,100,100,False,competencia
4,0.0,200,100,False,cooperacion
4,0.1,202,105,False,cooperacion
4,0.2,204,110,False,cooperacion
4,0.3,206,115,True,cooperacion
4,0.4,208,120,True,cooperacion
4,0.5,210,125,True,cooperacion
4,0.6,212,130,False,cooperacion
4,0.7,214,135,False,cooperacion
4,0.8,216,140,False,cooperacion
5,0.0,0,0,False,competencia
5,0.1,5,5,False,competencia
5,0.2,10,10,True,competencia
5,0.3,15,15,True,competencia
5,0.4,20,20,True,competencia
5,0.5,25,25,True,competencia
5,0.6,30,30,True,competencia
5,0.7,35,35,True,competencia
5,0.8,40,40,False,competencia
5,0.9,45,45,False,competencia
5,1.0,50,50,False,competencia
5,1.1,55,55,False,competencia
